fsm, mapping, replan, sfc, mpc, df, total, 
1.764e-06, 0, 0, 0, 0.000279045, 2.503e-06, 0.000283534, 
3.209e-06, 0, 0, 0, 0.000449527, 1.5907e-05, 0.000469024, 
2.638e-06, 0.0166268, 0, 0, 0.000370001, 1.5533e-05, 0.000388462, 
3.608e-06, 0, 0, 0, 0.000577676, 2.903e-06, 0.000584686, 
2.069e-06, 0, 0, 0, 0.000266259, 1.138e-06, 0.00026971, 
3.133e-06, 0, 0, 0, 0.00040065, 2.656e-06, 0.000406751, 
2.3e-06, 0, 0, 0, 0.000363753, 2.311e-06, 0.000368659, 
2.003e-06, 0, 0, 0, 0.000357048, 2.675e-06, 0.000362297, 
2.24e-06, 0, 0, 0, 0.000365161, 1.731e-06, 0.000369353, 
2.077e-06, 0, 0, 0, 0.000270403, 1.1441e-05, 0.000284149, 
2.227e-06, 0.00567713, 0, 0, 0.000282132, 2.311e-06, 0.000286906, 
1.524e-06, 0, 0, 0, 0.000252876, 8.894e-06, 0.000263488, 
2.241e-06, 0, 0, 0, 0.000261274, 1.918e-06, 0.000265742, 
2.461e-06, 0, 0, 0, 0.000553514, 2.359e-06, 0.000558628, 
2.515e-06, 0, 0, 0, 0.000367153, 1.4255e-05, 0.000384351, 
3.274e-06, 0, 0, 0, 0.000473076, 1.6562e-05, 0.000493321, 
2.7e-06, 0, 0, 0, 0.000352164, 1.1196e-05, 0.000366421, 
2.684e-06, 0, 0, 0, 0.000514495, 3.197e-06, 0.00052108, 
2.428e-06, 0, 0, 0, 0.000261549, 1.1879e-05, 0.000276105, 
2.137e-06, 0, 0, 0, 0.000268973, 1.756e-06, 0.000273508, 
2.766e-06, 0, 0, 0, 0.000366355, 2.488e-06, 0.00037194, 
1.671e-06, 0, 0, 0, 0.000280252, 2.165e-06, 0.000284437, 
2.242e-06, 0.0183526, 0, 0, 0.000365843, 1.3859e-05, 0.000382255, 
6.153e-06, 0, 0, 0, 0.000678974, 3.853e-06, 0.000689715, 
3.954e-06, 0, 0, 0, 0.000621361, 1.0204e-05, 0.000636016, 
3.573e-06, 0, 0, 0, 0.000515397, 4.003e-06, 0.000523729, 
8.898e-06, 0, 0, 0, 0.000421727, 5.1653e-05, 0.000482913, 
3.266e-06, 0, 0, 0, 0.000443834, 1.8154e-05, 0.000465664, 
1.0417e-05, 0, 0, 0, 0.00421006, 2.481e-06, 0.00422354, 
2.103e-06, 0, 0, 0, 0.000354107, 4.1185e-05, 0.000397982, 
3.027e-06, 0, 0, 0, 0.000408607, 2.44e-06, 0.000414415, 
2.339e-06, 0, 0, 0, 0.000384559, 3.34e-06, 0.000390575, 
2.736e-06, 0, 0, 0, 0.000363094, 2.263e-06, 0.000368416, 
2.222e-06, 0, 0, 0, 0.00026559, 1.67e-06, 0.00026972, 
1.736e-06, 0, 0, 0, 0.000254836, 1.1662e-05, 0.000268556, 
3.258e-06, 0.0161628, 0, 0, 0.000420663, 2.792e-06, 0.000427119, 
2.634e-06, 0, 0, 0, 0.000388722, 3.9386e-05, 0.000431113, 
1.712e-06, 0, 0, 0, 0.00026621, 1.388e-06, 0.000269488, 
3.384e-06, 0, 0, 0, 0.000320473, 3.023e-06, 0.000327302, 
2.024e-06, 0, 0, 0, 0.000292445, 2.15e-06, 0.000296907, 
2.364e-06, 0, 0, 0, 0.000258459, 1.627e-06, 0.000262713, 
2.473e-06, 0.00481099, 0, 0, 0.000289897, 2.942e-06, 0.000295587, 
1.801e-06, 0, 0, 0, 0.00026598, 2.46e-06, 0.000270543, 
2.885e-06, 0, 0, 0, 0.000303281, 2.877e-06, 0.000309315, 
2.602e-06, 0, 0, 0, 0.000450791, 1.815e-06, 0.000455548, 
2.861e-06, 0, 0, 0, 0.000417037, 4.9438e-05, 0.00046996, 
2.202e-06, 0, 0, 0, 0.000259842, 1.1275e-05, 0.000273491, 
2.001e-06, 0, 0, 0, 0.000354065, 2.72e-06, 0.000359034, 
2.561e-06, 0, 0, 0, 0.000368534, 2.53e-06, 0.000373927, 
2.232e-06, 0, 0, 0, 0.0002717, 1.826e-06, 0.000276009, 
2.105e-06, 0, 0, 0, 0.000279601, 1.811e-06, 0.000283703, 
1.958e-06, 0.0164955, 0, 0, 0.000337397, 2.54e-06, 0.000342201, 
4.023e-06, 0, 0, 0, 0.000716283, 4.342e-06, 0.000725177, 
2.894e-06, 0, 0, 0, 0.000498935, 2.44e-06, 0.00050474, 
2.536e-06, 0, 0, 0, 0.000382136, 1.838e-06, 0.000386837, 
2.354e-06, 0, 0, 0, 0.000298697, 2.222e-06, 0.000303505, 
2.183e-06, 0, 0, 0, 0.00031831, 1.657e-06, 0.000322415, 
2.17e-06, 0, 0, 0, 0.000429315, 1.673e-06, 0.000433475, 
4.666e-06, 0, 0, 0, 0.0003864, 4.536e-06, 0.000395935, 
4.745e-06, 0, 0, 0, 0.00044633, 1.5749e-05, 0.000467293, 
3.177e-06, 0, 0, 0, 0.000382258, 3.065e-06, 0.000388871, 
2.354e-06, 0, 0, 0, 0.000379304, 2.594e-06, 0.000384529, 
2.007e-06, 0, 0, 0, 0.000292588, 1.2806e-05, 0.000307831, 
2.816e-06, 0.0167309, 0, 0, 0.000409417, 2.123e-06, 0.000414645, 
2.251e-06, 0, 0, 0, 0.000387305, 2.332e-06, 0.000392188, 
2.635e-06, 0, 0, 0, 0.000367476, 3.051e-06, 0.000373609, 
2.183e-06, 0, 0, 0, 0.000269027, 1.721e-06, 0.000273177, 
2.424e-06, 0, 0, 0, 0.000360399, 1.872e-06, 0.000364992, 
2.001e-06, 0, 0, 0, 0.00030291, 1.1717e-05, 0.000316957, 
1.908e-06, 0, 0, 0, 0.000275849, 1.635e-06, 0.000279738, 
1.677e-06, 0.00462677, 0, 0, 0.000254809, 9.669e-06, 0.000266354, 
4.117e-06, 0, 0, 0, 0.000259867, 1.163e-06, 0.000265323, 
2.403e-06, 0, 0, 0, 0.000297803, 1.4561e-05, 0.000315038, 
2.335e-06, 0, 0, 0, 0.000384352, 1.996e-06, 0.000388976, 
2.353e-06, 0, 0, 0, 0.000267056, 1.51e-06, 0.000271159, 
3.154e-06, 0, 0, 0, 0.00038634, 2.829e-06, 0.000392628, 
2.089e-06, 0, 0, 0, 0.000353023, 4.0297e-05, 0.000395982, 
2.015e-06, 0, 0, 0, 0.000361027, 1.535e-06, 0.000364837, 
3.54e-06, 0, 0, 0, 0.000315888, 2.355e-06, 0.000322112, 
2.077e-06, 0, 0, 0, 0.00026693, 2.58e-06, 0.000271813, 
1.506e-06, 0, 0, 0, 0.000246437, 1.1391e-05, 0.00025959, 
3.421e-06, 0.0171015, 0, 0, 0.000300688, 2.565e-06, 0.000306995, 
2.874e-06, 0, 0, 0, 0.000383974, 2.735e-06, 0.000389825, 
1.774e-06, 0, 0, 0, 0.00030684, 2.062e-06, 0.000311025, 
1.968e-06, 0, 0, 0, 0.000262456, 1.414e-06, 0.00026609, 
2.896e-06, 0, 0, 0, 0.000373429, 2.473e-06, 0.000379085, 
2.036e-06, 0, 0, 0, 0.000257146, 1.0717e-05, 0.0002702, 
1.777e-06, 0, 0, 0, 0.000347429, 7.024e-06, 0.00035652, 
2.404e-06, 0, 0, 0, 0.000612611, 3.227e-06, 0.000618664, 
2.132e-06, 0.00624689, 0, 0, 0.00025463, 1.116e-05, 0.000268197, 
1.625e-06, 0, 0, 0, 0.000254446, 1.897e-06, 0.000258255, 
2.152e-06, 0, 0, 0, 0.000342666, 2.302e-06, 0.000347419, 
3.318e-06, 0, 0, 0, 0.000480882, 3.661e-06, 0.000488341, 
6.258e-06, 0, 0, 0, 0.000895892, 3.751e-06, 0.000906641, 
4.032e-06, 0, 0, 0, 0.000742793, 3.132e-06, 0.000750559, 
4.124e-06, 0, 0, 0, 0.000643973, 3.002e-06, 0.000651591, 
3.355e-06, 0, 0, 0, 0.000367604, 2.453e-06, 0.000373674, 
2.479e-06, 0, 0, 0, 0.000399799, 2.558e-06, 0.000405327, 
3.075e-06, 0, 0, 0, 0.000374005, 3.067e-06, 0.000380453, 
2.464e-06, 0, 0, 0, 0.000275758, 1.1171e-05, 0.000289698, 
2.125e-06, 0, 0, 0, 0.000270081, 1.3488e-05, 0.000286126, 
3.231e-06, 0, 0, 0, 0.000511648, 2.197e-06, 0.000517594, 
2.468e-06, 0, 0, 0, 0.000268332, 1.0951e-05, 0.000281995, 
3.889e-06, 0.0187792, 0, 0, 0.000597919, 2.614e-06, 0.000604874, 
2.697e-06, 0, 0, 0, 0.000303798, 1.2269e-05, 0.000319057, 
3.001e-06, 0, 0, 0, 0.000341993, 1.2947e-05, 0.000358371, 
2.242e-06, 0, 0, 0, 0.000356747, 2.344e-06, 0.000361639, 
2.125e-06, 0, 0, 0, 0.00034949, 2.193e-06, 0.000354092, 
3.722e-06, 0, 0, 0, 0.000517283, 3.351e-06, 0.000524828, 
2.626e-06, 0, 0, 0, 0.000391919, 2.288e-06, 0.000397111, 
1.847e-06, 0.00495553, 0, 0, 0.000263839, 1.1708e-05, 0.000277656, 
1.582e-06, 0, 0, 0, 0.000261197, 1.54e-06, 0.000264467, 
3.173e-06, 0, 0, 0, 0.000421176, 2.891e-06, 0.000427681, 
3.423e-06, 0, 0, 0, 0.000397229, 2.684e-06, 0.00040364, 
2.135e-06, 0, 0, 0, 0.000385847, 2.38e-06, 0.000390694, 
3.009e-06, 0, 0, 0, 0.00039535, 2.357e-06, 0.000401045, 
1.947e-06, 0, 0, 0, 0.000266776, 2.039e-06, 0.000270974, 
3.008e-06, 0, 0, 0, 0.00035979, 1.942e-06, 0.000365044, 
3.301e-06, 0, 0, 0, 0.000395389, 3.179e-06, 0.000402184, 
2.151e-06, 0, 0, 0, 0.000275475, 2.293e-06, 0.000280216, 
2.052e-06, 0, 0, 0, 0.00035038, 2.65e-06, 0.000355421, 
2.844e-06, 0.0168384, 0, 0, 0.000468343, 2.032e-06, 0.000473636, 
1.805e-06, 0, 0, 0, 0.000248105, 1.474e-06, 0.00025161, 
2.697e-06, 0, 0, 0, 0.000385881, 2.556e-06, 0.0003916, 
2.007e-06, 0, 0, 0, 0.000426221, 1.7256e-05, 0.000445894, 
3.463e-06, 0, 0, 0, 0.000376728, 2.749e-06, 0.00038324, 
1.848e-06, 0, 0, 0, 0.000283847, 1.3045e-05, 0.000299296, 
2.471e-06, 0, 0, 0, 0.000375859, 2.197e-06, 0.000380844, 
2.693e-06, 0, 0, 0, 0.000581819, 2.274e-06, 0.000587085, 
2.694e-06, 0, 0, 0, 0.000401537, 2.796e-06, 0.000407437, 
2.326e-06, 0, 0, 0, 0.00036583, 3.116e-06, 0.000371516, 
1.887e-06, 0, 0, 0, 0.000277943, 2.086e-06, 0.0002821, 
3.331e-06, 0.0162393, 0, 0, 0.000284724, 1.2933e-05, 0.00030121, 
2.82e-06, 0, 0, 0, 0.000414141, 2.546e-06, 0.00042007, 
3.137e-06, 0, 0, 0, 0.000465481, 2.223e-06, 0.000471114, 
2.494e-06, 0, 0, 0, 0.000318942, 1.938e-06, 0.000323677, 
9.146e-06, 0, 0, 0, 0.000408224, 2.421e-06, 0.000420104, 
2.424e-06, 0, 0, 0, 0.00042163, 8.3536e-05, 0.000510317, 
2.144e-06, 0, 0, 0, 0.000314691, 1.892e-06, 0.000318955, 
1.969e-06, 0, 0, 0, 0.000391031, 7.855e-06, 0.0004012, 
1.889e-06, 0.00529615, 0, 0, 0.000279888, 1.736e-06, 0.000283718, 
2.286e-06, 0, 0, 0, 0.00049283, 1.7397e-05, 0.000512871, 
4.475e-06, 0, 0, 0, 0.000821495, 3.826e-06, 0.00083022, 
4.539e-06, 0, 0, 0, 0.00128698, 3.506e-06, 0.0012957, 
4.177e-06, 0, 0, 0, 0.00067449, 2.34e-06, 0.000681407, 
4.765e-06, 0, 0, 0, 0.00061686, 3.653e-06, 0.000625696, 
4.009e-06, 0, 0, 0, 0.000714696, 2.633e-06, 0.000721711, 
1.64e-06, 0, 0, 0, 0.000320999, 1.595e-06, 0.00032451, 
2.447e-06, 0, 0, 0, 0.000417294, 2.711e-06, 0.000422778, 
2.635e-06, 0, 0, 0, 0.000371247, 3.716e-06, 0.000378126, 
3.15e-06, 0, 0, 0, 0.000391209, 2.807e-06, 0.00039742, 
1.906e-06, 0, 0, 0, 0.000268356, 1.3435e-05, 0.000283871, 
2.151e-06, 0.0166106, 0, 0, 0.000443395, 1.618e-06, 0.000447363, 
2.921e-06, 0, 0, 0, 0.000431315, 2.663e-06, 0.000437258, 
2.313e-06, 0, 0, 0, 0.000381969, 1.553e-06, 0.000386147, 
4.07e-06, 0, 0, 0, 0.00037458, 2.722e-06, 0.000381798, 
2.268e-06, 0, 0, 0, 0.000407613, 2.197e-06, 0.000412371, 
3.402e-06, 0, 0, 0, 0.00037899, 2.315e-06, 0.000385099, 
5.165e-06, 0, 0, 0, 0.000434943, 3.899e-06, 0.000444536, 
1.581e-06, 0, 0, 0, 0.000282859, 1.1717e-05, 0.000296431, 
1.929e-06, 0.00547492, 0, 0, 0.000280036, 1.729e-06, 0.000283937, 
1.823e-06, 0, 0, 0, 0.000290495, 2.338e-06, 0.000295036, 
2.244e-06, 0, 0, 0, 0.000326874, 2.513e-06, 0.000331951, 
2.741e-06, 0, 0, 0, 0.000406615, 5.0615e-05, 0.000460401, 
2.736e-06, 0, 0, 0, 0.000384842, 1.805e-06, 0.000389673, 
2.359e-06, 0, 0, 0, 0.000318226, 3.161e-06, 0.000324108, 
2.417e-06, 0, 0, 0, 0.00036055, 2.02e-06, 0.000365319, 
1.953e-06, 0, 0, 0, 0.000350772, 1.992e-06, 0.000355294, 
2.731e-06, 0, 0, 0, 0.000443361, 3.3405e-05, 0.0004798, 
2.491e-06, 0, 0, 0, 0.000267209, 1.1094e-05, 0.000281115, 
1.908e-06, 0, 0, 0, 0.000295822, 2.586e-06, 0.000300683, 
2.555e-06, 0.0161677, 0, 0, 0.000393414, 2.355e-06, 0.000398637, 
3.367e-06, 0, 0, 0, 0.000505011, 2.625e-06, 0.000511409, 
4.344e-06, 0, 0, 0, 0.000792905, 3.442e-06, 0.000801331, 
3.778e-06, 0, 0, 0, 0.000703986, 0.00036571, 0.00107405, 
3.407e-06, 0, 0, 0, 0.000557003, 6.2386e-05, 0.000623478, 
2.345e-06, 0, 0, 0, 0.000349674, 1.2188e-05, 0.000364411, 
2.521e-06, 0, 0, 0, 0.000382876, 5.095e-06, 0.000390794, 
3.21e-06, 0, 0, 0, 0.00050871, 1.2503e-05, 0.000524749, 
2.437e-06, 0, 0, 0, 0.000311349, 2.379e-06, 0.000316779, 
1.726e-06, 0, 0, 0, 0.000254121, 1.433e-06, 0.000257518, 
1.929e-06, 0, 0, 0, 0.000287426, 2.092e-06, 0.000291612, 
2.049e-06, 0.0158238, 0, 0, 0.000260871, 2.617e-06, 0.000265778, 
2.641e-06, 0, 0, 0, 0.000402471, 2.118e-06, 0.000407557, 
2.447e-06, 0, 0, 0, 0.000381249, 1.927e-06, 0.000385907, 
2.044e-06, 0, 0, 0, 0.000286944, 2.318e-06, 0.000291588, 
2.25e-06, 0, 0, 0, 0.000365965, 1.928e-06, 0.000370478, 
2.122e-06, 0, 0, 0, 0.000363375, 2.01e-06, 0.000367992, 
2.329e-06, 0, 0, 0, 0.000315997, 1.714e-06, 0.000320433, 
2.259e-06, 0, 0, 0, 0.000306152, 1.998e-06, 0.000310582, 
2.263e-06, 0.00504208, 0, 0, 0.000279663, 1.2082e-05, 0.000294207, 
3.686e-06, 0, 0, 0, 0.000687633, 2.385e-06, 0.000694103, 
2.343e-06, 0, 0, 0, 0.000375003, 2.488e-06, 0.000380109, 
2.68e-06, 0, 0, 0, 0.000381984, 2.457e-06, 0.000387525, 
2.386e-06, 0, 0, 0, 0.000421918, 3.281e-06, 0.0004281, 
3.442e-06, 0, 0, 0, 0.000489021, 5.9796e-05, 0.00055296, 
2.317e-06, 0, 0, 0, 0.000389947, 1.343e-06, 0.000393857, 
2.038e-06, 0, 0, 0, 0.000361072, 2.022e-06, 0.000365403, 
2.345e-06, 0, 0, 0, 0.000272011, 1.4746e-05, 0.000289362, 
1.1913e-05, 0, 0, 0, 0.000270453, 1.754e-06, 0.000284362, 
1.712e-06, 0, 0, 0, 0.000299045, 1.577e-06, 0.000302528, 
3.351e-06, 0.0160088, 0, 0, 0.000531903, 2.362e-06, 0.000537904, 
1.765e-06, 0, 0, 0, 0.000268372, 2.2073e-05, 0.000292749, 
2.415e-06, 0, 0, 0, 0.000419649, 2.633e-06, 0.000425125, 
2.432e-06, 0, 0, 0, 0.000333321, 1.3143e-05, 0.000349188, 
2.811e-06, 0, 0, 0, 0.000354814, 2.586e-06, 0.000360591, 
2.903e-06, 0, 0, 0, 0.000435082, 3.301e-06, 0.000441681, 
2.409e-06, 0, 0, 0, 0.000374582, 2.317e-06, 0.000379704, 
3.192e-06, 0, 0, 0, 0.000293963, 2.516e-06, 0.00029993, 
2.147e-06, 0, 0, 0, 0.000314312, 2.728e-06, 0.000319579, 
1.808e-06, 0.00467959, 0, 0, 0.000263814, 1.518e-06, 0.000267346, 
1.511e-06, 0, 0, 0, 0.000248572, 9.587e-06, 0.000259844, 
3.168e-06, 0, 0, 0, 0.000346506, 1.981e-06, 0.000351899, 
2.713e-06, 0, 0, 0, 0.000399173, 2.366e-06, 0.000404565, 
3.412e-06, 0, 0, 0, 0.000450183, 1.5198e-05, 0.000469174, 
2.962e-06, 0, 0, 0, 0.000389969, 2.876e-06, 0.000396078, 
1.928e-06, 0, 0, 0, 0.000342947, 2.263e-06, 0.000347424, 
2.768e-06, 0, 0, 0, 0.000664854, 1.56e-06, 0.000669398, 
2.805e-06, 0, 0, 0, 0.000388059, 1.4942e-05, 0.000406182, 
2.264e-06, 0, 0, 0, 0.000275875, 1.811e-06, 0.000280183, 
2.074e-06, 0.0163155, 0, 0, 0.000289866, 1.91e-06, 0.000294058, 
3.068e-06, 0, 0, 0, 0.000572935, 2.588e-06, 0.000578959, 
4.547e-06, 0, 0, 0, 0.000617456, 2.971e-06, 0.000625416, 
5.679e-06, 0, 0, 0, 0.000742593, 2.8283e-05, 0.000777118, 
6.403e-06, 0, 0, 0, 0.00119216, 4.935e-06, 0.00120433, 
5.459e-06, 0, 0, 0, 0.000888687, 4.669e-06, 0.000899636, 
4.438e-06, 0, 0, 0, 0.000770845, 3.337e-06, 0.000779199, 
3.412e-06, 0, 0, 0, 0.000549824, 3.031e-06, 0.000556773, 
9.794e-06, 0, 0, 0, 0.000377307, 3.159e-06, 0.000390601, 
1.933e-06, 0, 0, 0, 0.000298253, 1.2634e-05, 0.000313229, 
1.876e-06, 0, 0, 0, 0.000360151, 1.688e-06, 0.000364007, 
2.499e-06, 0, 0, 0, 0.000365166, 1.1701e-05, 0.000379601, 
2.101e-06, 0, 0, 0, 0.000266066, 1.622e-06, 0.00027011, 
2.047e-06, 0, 0, 0, 0.000266864, 2.307e-06, 0.00027146, 
3.004e-06, 0.0161604, 0, 0, 0.000566889, 2.552e-06, 0.000572823, 
3.403e-06, 0, 0, 0, 0.000411277, 2.457e-06, 0.000417486, 
2.298e-06, 0, 0, 0, 0.000263372, 2.246e-06, 0.000268148, 
2.322e-06, 0, 0, 0, 0.000361821, 1.705e-06, 0.000366071, 
1.0558e-05, 0, 0, 0, 0.000489717, 8.176e-06, 0.000509224, 
2.195e-06, 0, 0, 0, 0.00029773, 2.748e-06, 0.000302959, 
2.624e-06, 0, 0, 0, 0.000296841, 1.1972e-05, 0.000312488, 
1.756e-06, 0.0064342, 0, 0, 0.000282414, 1.3341e-05, 0.000297692, 
2.137e-06, 0, 0, 0, 0.000315367, 1.63e-06, 0.000319383, 
3.182e-06, 0, 0, 0, 0.000509408, 2.556e-06, 0.000515535, 
1.877e-06, 0, 0, 0, 0.000298251, 1.217e-05, 0.000312704, 
2.341e-06, 0, 0, 0, 0.00035423, 1.4807e-05, 0.000371709, 
2.405e-06, 0, 0, 0, 0.000353887, 2.101e-06, 0.000358666, 
2.487e-06, 0, 0, 0, 0.000360749, 1.986e-06, 0.000365502, 
2.416e-06, 0, 0, 0, 0.000282381, 1.754e-06, 0.000286896, 
2.883e-06, 0, 0, 0, 0.000272821, 1.2002e-05, 0.000287995, 
1.938e-06, 0, 0, 0, 0.000272499, 1.513e-06, 0.000276133, 
2.048e-06, 0.0156672, 0, 0, 0.000340269, 1.981e-06, 0.000344529, 
3.308e-06, 0, 0, 0, 0.000412137, 2.542e-06, 0.000418355, 
3.315e-06, 0, 0, 0, 0.000508691, 2.291e-06, 0.000514648, 
2.998e-06, 0, 0, 0, 0.000403429, 3.193e-06, 0.000410052, 
2.742e-06, 0, 0, 0, 0.000275363, 1.3752e-05, 0.000292115, 
2.603e-06, 0, 0, 0, 0.00046683, 2.708e-06, 0.000472762, 
2.572e-06, 0, 0, 0, 0.000389107, 2.475e-06, 0.000394594, 
4.407e-06, 0, 0, 0, 0.000450363, 2.305e-06, 0.000457394, 
1.899e-06, 0, 0, 0, 0.000273741, 1.523e-06, 0.000277417, 
1.814e-06, 0, 0, 0, 0.000266705, 1.297e-06, 0.000269994, 
1.742e-06, 0, 0, 0, 0.000275084, 1.534e-06, 0.000278517, 
1.821e-06, 0.0155123, 0, 0, 0.000276264, 1.0509e-05, 0.000288831, 
2.066e-06, 0, 0, 0, 0.00027867, 1.3992e-05, 0.000295017, 
2.959e-06, 0, 0, 0, 0.000387504, 1.3238e-05, 0.000404023, 
3.056e-06, 0, 0, 0, 0.000344605, 1.6229e-05, 0.00036424, 
2.108e-06, 0, 0, 0, 0.000386857, 2.239e-06, 0.000391532, 
1.961e-06, 0, 0, 0, 0.000581852, 1.982e-06, 0.000586051, 
2.049e-06, 0, 0, 0, 0.000353863, 6.607e-06, 0.000362778, 
2.347e-06, 0, 0, 0, 0.00027756, 1.963e-06, 0.000282111, 
1.1753e-05, 0.00458176, 0, 0, 0.000263976, 1.841e-06, 0.000278208, 
2.405e-06, 0, 0, 0, 0.000349049, 2.215e-06, 0.000353912, 
3.078e-06, 0, 0, 0, 0.000488682, 2.444e-06, 0.000494586, 
3.578e-06, 0, 0, 0, 0.000575666, 3.087e-06, 0.000582777, 
3.436e-06, 0, 0, 0, 0.000578534, 2.942e-06, 0.000585337, 
3.475e-06, 0, 0, 0, 0.000500051, 2.7e-06, 0.000506631, 
2.698e-06, 0, 0, 0, 0.000411104, 2.332e-06, 0.000416585, 
2.392e-06, 0, 0, 0, 0.000366694, 1.915e-06, 0.000371332, 
2.502e-06, 0, 0, 0, 0.00036921, 3.04e-06, 0.000375244, 
2.568e-06, 0, 0, 0, 0.000362835, 2.32e-06, 0.000368055, 
2.986e-06, 0, 0, 0, 0.000394419, 2.909e-06, 0.000400594, 
1.2448e-05, 0, 0, 0, 0.000301983, 2.292e-06, 0.000317308, 
3.623e-06, 0.0153895, 0, 0, 0.000271803, 1.2345e-05, 0.000288103, 
2.63e-06, 0, 0, 0, 0.000393378, 2.21e-06, 0.000398607, 
2.529e-06, 0, 0, 0, 0.000260241, 9.374e-06, 0.000272421, 
2.306e-06, 0, 0, 0, 0.0002913, 1.1478e-05, 0.000305322, 
2.134e-06, 0, 0, 0, 0.000355473, 2.217e-06, 0.000360183, 
2.482e-06, 0, 0, 0, 0.000364319, 1.493e-06, 0.000368528, 
2.164e-06, 0, 0, 0, 0.000263097, 1.748e-06, 0.000267242, 
2.69e-06, 0.00483007, 0, 0, 0.000275139, 2.424e-06, 0.000280653, 
1.801e-06, 0, 0, 0, 0.000250758, 1.323e-06, 0.00025411, 
1.399e-06, 0, 0, 0, 0.000267873, 1.741e-06, 0.000271304, 
2.33e-06, 0, 0, 0, 0.000286383, 2.395e-06, 0.000291408, 
3.025e-06, 0, 0, 0, 0.000606125, 2.739e-06, 0.000612533, 
2.177e-06, 0, 0, 0, 0.000357279, 2.117e-06, 0.000361807, 
2.398e-06, 0, 0, 0, 0.000389392, 1.939e-06, 0.00039409, 
2.454e-06, 0, 0, 0, 0.000391551, 1.503e-06, 0.000395821, 
2.327e-06, 0, 0, 0, 0.00034743, 1.331e-06, 0.000351416, 
2.755e-06, 0, 0, 0, 0.000342313, 2.686e-06, 0.00034798, 
2.247e-06, 0, 0, 0, 0.000290229, 9.942e-06, 0.000302669, 
2.57e-06, 0, 0, 0, 0.000295095, 2.576e-06, 0.000300537, 
2.263e-06, 0.0164769, 0, 0, 0.000276367, 1.0394e-05, 0.000289261, 
5.021e-06, 0, 0, 0, 0.00032408, 3.319e-06, 0.000332773, 
2.474e-06, 0, 0, 0, 0.000390026, 2.425e-06, 0.000395212, 
2.621e-06, 0, 0, 0, 0.000479893, 2.411e-06, 0.000485235, 
2.689e-06, 0, 0, 0, 0.000368042, 2.755e-06, 0.000373785, 
2.391e-06, 0, 0, 0, 0.000384245, 1.888e-06, 0.000388777, 
2.343e-06, 0, 0, 0, 0.000365166, 1.809e-06, 0.00036954, 
2.234e-06, 0, 0, 0, 0.000266723, 1.2841e-05, 0.000282047, 
2.838e-06, 0.00447906, 0, 0, 0.00032628, 1.905e-06, 0.000331275, 
1.557e-06, 0, 0, 0, 0.000249312, 1.103e-06, 0.000252125, 
1.673e-06, 0, 0, 0, 0.000255474, 1.412e-06, 0.000258716, 
2.198e-06, 0, 0, 0, 0.000260861, 1.943e-06, 0.000265153, 
2.731e-06, 0, 0, 0, 0.000299403, 2.129e-06, 0.000304497, 
2.218e-06, 0, 0, 0, 0.000386077, 1.843e-06, 0.000390486, 
2.31e-06, 0, 0, 0, 0.00031163, 1.2061e-05, 0.000326331, 
2.21e-06, 0, 0, 0, 0.000353284, 1.691e-06, 0.000357389, 
1.951e-06, 0, 0, 0, 0.00035317, 1.488e-06, 0.00035686, 
4.909e-06, 0, 0, 0, 0.000351915, 1.2738e-05, 0.000369854, 
1.978e-06, 0, 0, 0, 0.000273352, 1.798e-06, 0.00027737, 
1.486e-06, 0, 0, 0, 0.000257504, 1.2207e-05, 0.000271396, 
1.388e-06, 0, 0, 0, 0.000370156, 3.374e-06, 0.000375283, 
3.09e-06, 0.0157049, 0, 0, 0.000509299, 1.5409e-05, 0.000528089, 
4.491e-06, 0, 0, 0, 0.000736879, 3.728e-06, 0.000745769, 
4.028e-06, 0, 0, 0, 0.000686838, 3.739e-06, 0.00069542, 
4.471e-06, 0, 0, 0, 0.000481682, 2.883e-06, 0.000489407, 
3.786e-06, 0, 0, 0, 0.000263569, 1.3217e-05, 0.000280849, 
1.804e-06, 0, 0, 0, 0.000263517, 3.6594e-05, 0.000302328, 
2.125e-06, 0, 0, 0, 0.000265178, 1.979e-06, 0.000269602, 
2.983e-06, 0, 0, 0, 0.000464608, 2.583e-06, 0.000470485, 
2.347e-06, 0, 0, 0, 0.000275219, 1.676e-06, 0.000279484, 
1.857e-06, 0, 0, 0, 0.00027488, 1.194e-05, 0.000288981, 
3.39e-06, 0.0157996, 0, 0, 0.000258706, 1.859e-06, 0.000264226, 
3.015e-06, 0, 0, 0, 0.000452588, 2.776e-06, 0.000458715, 
2.439e-06, 0, 0, 0, 0.000385511, 1.987e-06, 0.000390225, 
3.048e-06, 0, 0, 0, 0.000406662, 2.914e-06, 0.000413035, 
2.048e-06, 0, 0, 0, 0.000349791, 1.357e-06, 0.000353451, 
2.38e-06, 0, 0, 0, 0.000355796, 1.344e-06, 0.000359712, 
2.619e-06, 0, 0, 0, 0.000282479, 2.474e-06, 0.000287996, 
1.848e-06, 0, 0, 0, 0.000276613, 2.795e-06, 0.000281542, 
2.383e-06, 0.00470081, 0, 0, 0.000256778, 1.0219e-05, 0.000269584, 
2.372e-06, 0, 0, 0, 0.000357241, 1.3507e-05, 0.000373463, 
2.922e-06, 0, 0, 0, 0.000447729, 2.724e-06, 0.000453779, 
