fsm, mapping, replan, sfc, mpc, df, total, 
3.592e-06, 0, 0, 0, 0.00059593, 3.673e-06, 0.000603682, 
3.888e-06, 0, 0, 0, 0.000707015, 2.923e-06, 0.000714336, 
3.665e-06, 0, 0, 0, 0.000621437, 2.1197e-05, 0.000647005, 
3.498e-06, 0, 0, 0, 0.000520455, 2.674e-06, 0.000527106, 
2.839e-06, 0, 0, 0, 0.000555106, 3.5e-06, 0.000562255, 
5.11e-06, 0, 0, 0, 0.000717246, 7.0863e-05, 0.000793828, 
2.802e-06, 0, 0, 0, 0.000437054, 2.537e-06, 0.00044298, 
2.988e-06, 0, 0, 0, 0.000358983, 1.777e-06, 0.000364043, 
2.583e-06, 0, 0, 0, 0.000378503, 1.709e-06, 0.000383118, 
9.834e-06, 0, 0, 0, 0.000331948, 1.4905e-05, 0.000357009, 
2.511e-06, 0, 0, 0, 0.00039824, 2.681e-06, 0.000403754, 
1.951e-06, 0.0165349, 0, 0, 0.000256693, 1.444e-06, 0.000260322, 
2.459e-06, 0, 0, 0, 0.000397215, 2.282e-06, 0.000402429, 
2.333e-06, 0, 0, 0, 0.000402075, 1.673e-06, 0.000406592, 
3.517e-06, 0, 0, 0, 0.000401151, 0.000201927, 0.000607414, 
6.01e-06, 0, 0, 0, 0.000703737, 6.092e-06, 0.000716475, 
2.997e-06, 0, 0, 0, 0.000386088, 1.4602e-05, 0.000403967, 
2.114e-06, 0.0045062, 0, 0, 0.000268206, 1.74e-06, 0.000272305, 
2.933e-06, 0, 0, 0, 0.00030741, 2.07e-06, 0.000313457, 
2.299e-06, 0, 0, 0, 0.00028029, 1.843e-06, 0.000284686, 
2.443e-06, 0, 0, 0, 0.000420722, 3.268e-06, 0.0004268, 
2.981e-06, 0, 0, 0, 0.000382162, 2.295e-06, 0.000387748, 
4.055e-06, 0, 0, 0, 0.000378489, 1.855e-05, 0.000401842, 
2.676e-06, 0, 0, 0, 0.000379854, 2.613e-06, 0.000385577, 
2.432e-06, 0, 0, 0, 0.000354197, 2.074e-06, 0.000359052, 
5.5e-06, 0, 0, 0, 0.000396491, 2.333e-06, 0.000404746, 
2.43e-06, 0, 0, 0, 0.000312106, 2.311e-06, 0.000317052, 
2.137e-06, 0, 0, 0, 0.000262438, 1.415e-06, 0.00026617, 
1.676e-06, 0, 0, 0, 0.000284658, 1.853e-06, 0.000288405, 
2.529e-06, 0.0155968, 0, 0, 0.000410972, 1.5265e-05, 0.000429126, 
3.526e-06, 0, 0, 0, 0.000513289, 3.348e-06, 0.000520772, 
2.884e-06, 0, 0, 0, 0.000319101, 1.53e-06, 0.000323837, 
2.297e-06, 0, 0, 0, 0.000270987, 1.3145e-05, 0.00028667, 
2.948e-06, 0, 0, 0, 0.00036588, 2.986e-06, 0.000372259, 
1.988e-06, 0, 0, 0, 0.000350077, 1.686e-06, 0.00035403, 
3.148e-06, 0, 0, 0, 0.00037201, 2.6665e-05, 0.000402225, 
2.529e-06, 0, 0, 0, 0.000289165, 1.798e-06, 0.000293679, 
1.929e-06, 0.00542507, 0, 0, 0.000258331, 1.813e-06, 0.000262223, 
1.95e-06, 0, 0, 0, 0.000267016, 1.456e-06, 0.000270584, 
1.891e-06, 0, 0, 0, 0.00027066, 2.134e-06, 0.000274928, 
2.217e-06, 0, 0, 0, 0.000384738, 2.509e-06, 0.000389796, 
2.895e-06, 0, 0, 0, 0.000393306, 2.42e-06, 0.000399083, 
3.098e-06, 0, 0, 0, 0.000390905, 4.9661e-05, 0.000444325, 
4.842e-06, 0, 0, 0, 0.000362733, 1.97e-06, 0.000369943, 
1.871e-06, 0, 0, 0, 0.000353775, 2.051e-06, 0.000357984, 
2.775e-06, 0, 0, 0, 0.000288527, 1.5343e-05, 0.000307103, 
2.352e-06, 0, 0, 0, 0.000274576, 1.652e-06, 0.00027873, 
1.702e-06, 0, 0, 0, 0.000262079, 1.547e-06, 0.000265489, 
2.61e-06, 0.0162761, 0, 0, 0.000521243, 2.309e-06, 0.000526706, 
2.781e-06, 0, 0, 0, 0.000554264, 2.433e-06, 0.000559773, 
4.472e-06, 0, 0, 0, 0.000769648, 3.309e-06, 0.00077808, 
4.018e-06, 0, 0, 0, 0.000681955, 3.66e-06, 0.000690148, 
3.575e-06, 0, 0, 0, 0.000403745, 4.04e-06, 0.000412089, 
2.636e-06, 0, 0, 0, 0.000394332, 2.463e-06, 0.000399831, 
2.778e-06, 0, 0, 0, 0.000365962, 2.292e-06, 0.000371284, 
3.536e-06, 0, 0, 0, 0.000409597, 2.397e-06, 0.000415975, 
2.386e-06, 0, 0, 0, 0.00026441, 2.188e-06, 0.000269223, 
1.822e-06, 0, 0, 0, 0.000288998, 1.2953e-05, 0.000303973, 
3.164e-06, 0, 0, 0, 0.0005, 3.005e-06, 0.00050669, 
2.793e-06, 0.0160833, 0, 0, 0.000398639, 3.745e-06, 0.000405569, 
3.605e-06, 0, 0, 0, 0.00040799, 3.189e-06, 0.000415299, 
1.696e-06, 0, 0, 0, 0.000267566, 2.136e-06, 0.000271751, 
3.682e-06, 0, 0, 0, 0.000324814, 2.021e-06, 0.000330803, 
2.203e-06, 0, 0, 0, 0.000361389, 1.851e-06, 0.000365723, 
2.323e-06, 0, 0, 0, 0.000299845, 2.127e-06, 0.000304563, 
3.16e-06, 0, 0, 0, 0.000355077, 5.9814e-05, 0.00041866, 
2.231e-06, 0, 0, 0, 0.000273298, 1.824e-06, 0.000277614, 
2.86e-06, 0.00438418, 0, 0, 0.000356356, 1.1173e-05, 0.000370587, 
1.168e-05, 0, 0, 0, 0.00040679, 2.7391e-05, 0.000446499, 
4.87e-06, 0, 0, 0, 0.000670458, 3.782e-06, 0.000679878, 
4.338e-06, 0, 0, 0, 0.000520691, 3.716e-06, 0.000529192, 
3.88e-06, 0, 0, 0, 0.000586415, 2.622e-06, 0.000593435, 
2.564e-06, 0, 0, 0, 0.000482306, 3.181e-06, 0.000488452, 
2.373e-06, 0, 0, 0, 0.00025999, 1.0328e-05, 0.000272951, 
2.169e-06, 0, 0, 0, 0.000529916, 2.347e-06, 0.000534748, 
3.944e-06, 0, 0, 0, 0.000385842, 3.891e-06, 0.00039401, 
2.623e-06, 0, 0, 0, 0.000312678, 1.2698e-05, 0.000328439, 
2.871e-06, 0, 0, 0, 0.000316214, 9.115e-06, 0.000328535, 
1.92e-06, 0, 0, 0, 0.000282596, 2.545e-06, 0.00028745, 
2.221e-06, 0.0161133, 0, 0, 0.000258784, 1.903e-06, 0.000263088, 
2.763e-06, 0, 0, 0, 0.000391754, 2.225e-06, 0.000397162, 
2.72e-06, 0, 0, 0, 0.000298908, 2.388e-06, 0.000304544, 
3.709e-06, 0, 0, 0, 0.000454798, 5.6123e-05, 0.000515287, 
2.385e-06, 0, 0, 0, 0.000359063, 1.974e-06, 0.000363702, 
2.513e-06, 0, 0, 0, 0.000381048, 2.294e-06, 0.000386214, 
2.847e-06, 0, 0, 0, 0.000356581, 1.5182e-05, 0.00037496, 
2.987e-06, 0, 0, 0, 0.000423326, 2.718e-06, 0.000429445, 
1.706e-06, 0.00446303, 0, 0, 0.000264096, 2.427e-06, 0.000268437, 
2.389e-06, 0, 0, 0, 0.000341772, 2.57e-06, 0.000346948, 
2.964e-06, 0, 0, 0, 0.000564526, 1.696e-05, 0.00058481, 
4.307e-06, 0, 0, 0, 0.000741451, 3.751e-06, 0.000750496, 
3.605e-06, 0, 0, 0, 0.000575448, 2.828e-06, 0.000582264, 
3.479e-06, 0, 0, 0, 0.000443231, 2.835e-06, 0.00045013, 
1.806e-06, 0, 0, 0, 0.000253649, 1.087e-05, 0.000266873, 
2.38e-06, 0, 0, 0, 0.000386492, 2.623e-06, 0.000391914, 
3.801e-06, 0, 0, 0, 0.000499298, 3.738e-06, 0.000507359, 
2.387e-06, 0, 0, 0, 0.000366206, 1.811e-06, 0.000370626, 
3.146e-06, 0, 0, 0, 0.000421242, 4.226e-06, 0.00042937, 
2.426e-06, 0, 0, 0, 0.000263318, 1.549e-06, 0.000267532, 
2.78e-06, 0.0157323, 0, 0, 0.000403681, 1.959e-06, 0.000408646, 
3.961e-06, 0, 0, 0, 0.000605604, 2.721e-06, 0.000613081, 
3.24e-06, 0, 0, 0, 0.000518166, 2.339e-06, 0.000524058, 
2.928e-06, 0, 0, 0, 0.000380406, 1.627e-06, 0.000385227, 
2.215e-06, 0, 0, 0, 0.000354962, 2.273e-06, 0.000359742, 
2.414e-06, 0, 0, 0, 0.000367715, 2.086e-06, 0.000372592, 
2.472e-06, 0, 0, 0, 0.000276224, 2.392e-06, 0.000281463, 
2.037e-06, 0, 0, 0, 0.000264988, 1.833e-06, 0.000269092, 
2.053e-06, 0.00456358, 0, 0, 0.000275401, 2.628e-06, 0.000280466, 
2.313e-06, 0, 0, 0, 0.000279417, 2.509e-06, 0.000284459, 
2.928e-06, 0, 0, 0, 0.000349333, 1.2127e-05, 0.000364691, 
4.009e-06, 0, 0, 0, 0.000610217, 1.9735e-05, 0.000634439, 
4.157e-06, 0, 0, 0, 0.000842454, 3.484e-06, 0.000850771, 
4.358e-06, 0, 0, 0, 0.000691719, 3.499e-06, 0.000700055, 
5.087e-06, 0, 0, 0, 0.000832658, 3.241e-06, 0.000841631, 
4.428e-06, 0, 0, 0, 0.000458352, 2.4422e-05, 0.000487586, 
9.495e-06, 0, 0, 0, 0.000608985, 0.000103478, 0.000722248, 
1.751e-06, 0, 0, 0, 0.00027629, 3.089e-06, 0.000281361, 
2.052e-06, 0, 0, 0, 0.000358799, 1.933e-06, 0.000363011, 
1.604e-06, 0, 0, 0, 0.000294479, 1.566e-06, 0.000297856, 
3.251e-06, 0, 0, 0, 0.000398408, 2.368e-06, 0.000404538, 
2.074e-06, 0, 0, 0, 0.000276407, 1.841e-06, 0.0002805, 
2.875e-06, 0.0158765, 0, 0, 0.000389477, 2.346e-06, 0.000395003, 
3.433e-06, 0, 0, 0, 0.000396257, 2.333e-06, 0.000402426, 
2.486e-06, 0, 0, 0, 0.000363049, 2.21e-06, 0.000368014, 
2.303e-06, 0, 0, 0, 0.000344985, 2.014e-06, 0.00034963, 
3.714e-06, 0, 0, 0, 0.000370244, 3.164e-06, 0.000377542, 
2.046e-06, 0, 0, 0, 0.000276514, 2.204e-06, 0.000280951, 
1.773e-06, 0, 0, 0, 0.00026236, 2.185e-06, 0.000266741, 
1.811e-06, 0.00451047, 0, 0, 0.000290298, 1.687e-06, 0.000293976, 
4.592e-06, 0, 0, 0, 0.000840737, 4.995e-06, 0.000850839, 
3.155e-06, 0, 0, 0, 0.000464079, 2.325e-06, 0.000469833, 
2.304e-06, 0, 0, 0, 0.00037879, 2.122e-06, 0.00038345, 
3.275e-06, 0, 0, 0, 0.00030227, 2.292e-06, 0.000308201, 
2.001e-06, 0, 0, 0, 0.000355162, 1.814e-06, 0.000359267, 
1.549e-06, 0, 0, 0, 0.000285246, 1.626e-06, 0.000288741, 
2.8455e-05, 0, 0, 0, 0.000499788, 3.193e-06, 0.000531849, 
1.871e-06, 0, 0, 0, 0.000263371, 1.964e-06, 0.000267458, 
2.774e-06, 0, 0, 0, 0.000390861, 2.125e-06, 0.000396056, 
2.309e-06, 0.0159624, 0, 0, 0.000282605, 1.878e-06, 0.000287172, 
2.498e-06, 0, 0, 0, 0.00031198, 1.6296e-05, 0.000331079, 
3.071e-06, 0, 0, 0, 0.000467506, 2.527e-06, 0.000473479, 
1.877e-06, 0, 0, 0, 0.000259715, 1.0277e-05, 0.000272285, 
3.809e-06, 0, 0, 0, 0.000418855, 3.259e-06, 0.000426336, 
2.164e-06, 0, 0, 0, 0.000310182, 2.806e-06, 0.000315508, 
2.142e-06, 0, 0, 0, 0.000484401, 2.476e-06, 0.000489379, 
1.947e-06, 0, 0, 0, 0.000291452, 2.2999e-05, 0.000316916, 
2.515e-06, 0, 0, 0, 0.000274313, 1.923e-06, 0.000278991, 
1.597e-06, 0, 0, 0, 0.000260406, 1.645e-06, 0.000263812, 
2.369e-06, 0.0154409, 0, 0, 0.000294706, 1.962e-06, 0.000299295, 
1.1186e-05, 0, 0, 0, 0.000281618, 2.434e-06, 0.000295619, 
2.647e-06, 0, 0, 0, 0.000393091, 2.138e-06, 0.000398209, 
4.881e-06, 0, 0, 0, 0.00176563, 3.828e-06, 0.00177522, 
2.51e-06, 0, 0, 0, 0.000417164, 2.354e-06, 0.000422309, 
2.307e-06, 0, 0, 0, 0.000403257, 1.697e-06, 0.000407675, 
1.897e-06, 0, 0, 0, 0.000355151, 2.061e-06, 0.000359506, 
2.877e-06, 0, 0, 0, 0.000325926, 2.835e-06, 0.000332045, 
2.751e-06, 0, 0, 0, 0.000414517, 2.709e-06, 0.00042035, 
1.971e-06, 0, 0, 0, 0.000289201, 2.32e-06, 0.000293778, 
2.069e-06, 0, 0, 0, 0.000309733, 1.725e-06, 0.00031377, 
3.186e-06, 0.0158079, 0, 0, 0.000283221, 1.8157e-05, 0.000304891, 
3.159e-06, 0, 0, 0, 0.000399691, 2.216e-06, 0.000405377, 
2.696e-06, 0, 0, 0, 0.000270464, 2.748e-06, 0.000276192, 
2.3e-06, 0, 0, 0, 0.000274042, 1.2542e-05, 0.000289191, 
2.127e-06, 0, 0, 0, 0.000359168, 1.65e-06, 0.000363294, 
2.537e-06, 0, 0, 0, 0.000398884, 8.385e-06, 0.000410357, 
3.112e-06, 0, 0, 0, 0.000381369, 3.105e-06, 0.000388084, 
2.832e-06, 0, 0, 0, 0.000297369, 2.88e-06, 0.000303345, 
2.821e-06, 0.00494004, 0, 0, 0.000385879, 2.458e-06, 0.000391577, 
2.131e-06, 0, 0, 0, 0.000276444, 1.664e-06, 0.000280475, 
6.648e-06, 0, 0, 0, 0.00031305, 1.5432e-05, 0.000335387, 
2.465e-06, 0, 0, 0, 0.000385653, 1.939e-06, 0.000390368, 
3.03e-06, 0, 0, 0, 0.000380877, 2.483e-06, 0.000386635, 
3.093e-06, 0, 0, 0, 0.000346609, 2.528e-06, 0.000352587, 
2.233e-06, 0, 0, 0, 0.000354232, 1.623e-06, 0.000358383, 
1.921e-06, 0, 0, 0, 0.000331586, 1.839e-06, 0.000335649, 
2.859e-06, 0, 0, 0, 0.000271981, 1.842e-06, 0.000276904, 
1.944e-06, 0, 0, 0, 0.000272125, 1.1537e-05, 0.000285958, 
1.939e-06, 0, 0, 0, 0.000263341, 1.0352e-05, 0.00027587, 
2.432e-06, 0.0157498, 0, 0, 0.00037502, 1.768e-06, 0.000379492, 
4.544e-06, 0, 0, 0, 0.00146824, 2.28e-05, 0.00149613, 
3.271e-06, 0, 0, 0, 0.000409676, 2.92e-06, 0.000416165, 
3.55e-06, 0, 0, 0, 0.00066531, 3.818e-06, 0.000673285, 
2.489e-06, 0, 0, 0, 0.000330447, 2.085e-06, 0.000335271, 
2.347e-06, 0, 0, 0, 0.00036829, 2.193e-06, 0.00037313, 
1.765e-06, 0, 0, 0, 0.000345212, 1.95e-06, 0.00034923, 
3.325e-06, 0, 0, 0, 0.00039731, 2.913e-06, 0.000403977, 
2.165e-06, 0, 0, 0, 0.000277676, 1.718e-06, 0.000281811, 
1.629e-06, 0.00638306, 0, 0, 0.000305661, 1.487e-06, 0.000309035, 
3.002e-06, 0, 0, 0, 0.000454812, 2.624e-06, 0.000460814, 
3.565e-06, 0, 0, 0, 0.000538873, 2.895e-06, 0.000545899, 
3.541e-06, 0, 0, 0, 0.000608808, 2.953e-06, 0.000615865, 
2.825e-06, 0, 0, 0, 0.000512965, 2.2e-06, 0.000518329, 
3.287e-06, 0, 0, 0, 0.00040751, 2.593e-06, 0.000413813, 
2.132e-06, 0, 0, 0, 0.000254775, 9.859e-06, 0.000267012, 
1.781e-06, 0, 0, 0, 0.000299751, 1.764e-06, 0.000303567, 
7.312e-06, 0, 0, 0, 0.000490467, 1.7016e-05, 0.000515175, 
3.571e-06, 0, 0, 0, 0.000277614, 2.594e-06, 0.000284168, 
1.727e-06, 0, 0, 0, 0.000266178, 1.572e-06, 0.000269632, 
1.958e-06, 0.0161664, 0, 0, 0.000334062, 1.0379e-05, 0.000346829, 
3.714e-06, 0, 0, 0, 0.000467138, 3.015e-06, 0.000474291, 
4.939e-06, 0, 0, 0, 0.000683192, 3.2546e-05, 0.000721443, 
6.184e-06, 0, 0, 0, 0.00114121, 5.562e-06, 0.00115392, 
5.838e-06, 0, 0, 0, 0.00111572, 4.796e-06, 0.00112735, 
4.523e-06, 0, 0, 0, 0.000939277, 2.574e-06, 0.000946763, 
2.996e-06, 0, 0, 0, 0.000579333, 2.239e-06, 0.000584939, 
7.639e-06, 0, 0, 0, 0.000348952, 1.777e-06, 0.000358644, 
2.816e-06, 0, 0, 0, 0.00039278, 2.539e-06, 0.000398553, 
2.137e-06, 0, 0, 0, 0.000359341, 2.381e-06, 0.00036416, 
2.033e-06, 0, 0, 0, 0.000349512, 1.902e-06, 0.000353811, 
2.545e-06, 0, 0, 0, 0.000512596, 1.0912e-05, 0.000526443, 
2.765e-06, 0, 0, 0, 0.000448319, 2.67e-06, 0.000454227, 
2.071e-06, 0.0167614, 0, 0, 0.000375783, 1.633e-06, 0.000379711, 
5.239e-06, 0, 0, 0, 0.000413203, 2.581e-06, 0.000421328, 
2.8e-06, 0, 0, 0, 0.000263775, 1.345e-06, 0.000268187, 
4.417e-06, 0, 0, 0, 0.000428432, 4.274e-06, 0.000437666, 
5.643e-06, 0, 0, 0, 0.000739219, 3.146e-06, 0.000748397, 
2.621e-06, 0, 0, 0, 0.000375071, 2.826e-06, 0.000380922, 
2.289e-06, 0.00484419, 0, 0, 0.000282432, 1.77e-06, 0.00028664, 
2.865e-06, 0, 0, 0, 0.000553743, 1.3067e-05, 0.000570255, 
2.802e-06, 0, 0, 0, 0.000264727, 1.88e-06, 0.000269661, 
2.799e-06, 0, 0, 0, 0.00031455, 2.636e-06, 0.000320271, 
1.914e-06, 0, 0, 0, 0.000286135, 2.389e-06, 0.000290958, 
3.747e-06, 0, 0, 0, 0.000423797, 1.7229e-05, 0.000445124, 
1.897e-06, 0, 0, 0, 0.000265691, 1.473e-06, 0.000269296, 
1.844e-06, 0, 0, 0, 0.000345958, 1.475e-06, 0.000349557, 
2.637e-06, 0, 0, 0, 0.000347741, 1.1884e-05, 0.000362895, 
1.839e-06, 0, 0, 0, 0.000309206, 1.773e-06, 0.000313077, 
2.287e-06, 0, 0, 0, 0.000377362, 2.155e-06, 0.00038203, 
2.186e-06, 0, 0, 0, 0.000287145, 1.796e-06, 0.000291416, 
2.484e-06, 0.0156901, 0, 0, 0.000260903, 1.2997e-05, 0.000276703, 
2.555e-06, 0, 0, 0, 0.000389728, 2.518e-06, 0.000395108, 
1.97e-06, 0, 0, 0, 0.000258908, 1.589e-06, 0.000262746, 
1.924e-06, 0, 0, 0, 0.000311308, 1.4438e-05, 0.000328053, 
2.036e-06, 0, 0, 0, 0.000349467, 1.597e-06, 0.000353393, 
2.273e-06, 0, 0, 0, 0.000373124, 1.654e-06, 0.000377359, 
2.415e-06, 0, 0, 0, 0.000382987, 1.4322e-05, 0.000400139, 
1.754e-06, 0.00459357, 0, 0, 0.000271822, 1.851e-06, 0.000275604, 
2.886e-06, 0, 0, 0, 0.000455469, 3.098e-06, 0.000461809, 
3.506e-06, 0, 0, 0, 0.000417552, 2.286e-06, 0.00042361, 
3e-06, 0, 0, 0, 0.000383069, 1.383e-05, 0.000400255, 
3.919e-06, 0, 0, 0, 0.00035406, 1.6406e-05, 0.000374787, 
2.672e-06, 0, 0, 0, 0.00040995, 2.194e-06, 0.000415245, 
3.67e-06, 0, 0, 0, 0.00530055, 2.4665e-05, 0.00532977, 
2.703e-06, 0, 0, 0, 0.000382702, 1.785e-06, 0.000387452, 
2.43e-06, 0, 0, 0, 0.000351154, 1.2885e-05, 0.000366775, 
3.118e-06, 0, 0, 0, 0.000370858, 2.573e-06, 0.000376834, 
2.233e-06, 0, 0, 0, 0.000274197, 2.138e-06, 0.000278798, 
2.104e-06, 0, 0, 0, 0.000289872, 2.105e-06, 0.0002943, 
1.931e-06, 0, 0, 0, 0.000312724, 1.2164e-05, 0.000327332, 
2.107e-06, 0.0156995, 0, 0, 0.000327392, 1.904e-06, 0.000331622, 
2.912e-06, 0, 0, 0, 0.000441142, 2.968e-06, 0.000447395, 
4.173e-06, 0, 0, 0, 0.000646498, 2.438e-06, 0.000653711, 
4.029e-06, 0, 0, 0, 0.000619761, 3.136e-06, 0.00062757, 
2.197e-06, 0, 0, 0, 0.000267585, 1.359e-06, 0.000271373, 
2.369e-06, 0, 0, 0, 0.000433427, 2.214e-06, 0.00043841, 
2.847e-06, 0, 0, 0, 0.000375651, 3.145e-06, 0.000381936, 
2.387e-06, 0, 0, 0, 0.000332536, 1.838e-06, 0.000336975, 
3.154e-06, 0, 0, 0, 0.000332312, 2.402e-06, 0.000338089, 
2.326e-06, 0.00452039, 0, 0, 0.000265493, 1.755e-06, 0.000269742, 
7.596e-06, 0, 0, 0, 0.000509831, 2.314e-06, 0.00052003, 
3.652e-06, 0, 0, 0, 0.00068205, 3.647e-06, 0.00068993, 
2.761e-06, 0, 0, 0, 0.000478406, 1.659e-06, 0.000483119, 
2.679e-06, 0, 0, 0, 0.000287599, 1.3548e-05, 0.000304083, 
2.479e-06, 0, 0, 0, 0.000258787, 1.2864e-05, 0.000274398, 
1.746e-06, 0, 0, 0, 0.00052251, 1.669e-06, 0.000526319, 
3.743e-06, 0, 0, 0, 0.000384052, 2.573e-06, 0.000390748, 
2.191e-06, 0, 0, 0, 0.000285899, 1.798e-06, 0.000290176, 
2.369e-06, 0, 0, 0, 0.000252582, 1.1482e-05, 0.000266689, 
2.862e-06, 0.0166534, 0, 0, 0.000487, 2.038e-06, 0.000492214, 
3.148e-06, 0, 0, 0, 0.000545349, 3.051e-06, 0.000552075, 
4.986e-06, 0, 0, 0, 0.000724809, 4.808e-06, 0.000735608, 
2.817e-06, 0, 0, 0, 0.000593373, 2.074e-06, 0.000598931, 
3.357e-06, 0, 0, 0, 0.000526792, 1.8534e-05, 0.000549078, 
2.103e-06, 0, 0, 0, 0.000309842, 1.921e-06, 0.00031415, 
2.62e-06, 0, 0, 0, 0.000471007, 2.804e-06, 0.000476961, 
2.76e-06, 0, 0, 0, 0.000410784, 2.667e-06, 0.000416541, 
2.47e-06, 0, 0, 0, 0.000372484, 2.477e-06, 0.000377716, 
2.858e-06, 0, 0, 0, 0.000266033, 1.786e-06, 0.000270872, 
2.232e-06, 0, 0, 0, 0.000278324, 1.146e-05, 0.000292391, 
2.179e-06, 0.015639, 0, 0, 0.000341712, 1.612e-06, 0.000345672, 
3.721e-06, 0, 0, 0, 0.000497858, 2.695e-06, 0.000504662, 
2.533e-06, 0, 0, 0, 0.000443909, 2.158e-06, 0.0004492, 
2.66e-06, 0, 0, 0, 0.000284868, 1.2009e-05, 0.000299791, 
2.366e-06, 0, 0, 0, 0.000371598, 1.88e-06, 0.000376086, 
2.007e-06, 0, 0, 0, 0.00034346, 1.367e-06, 0.000347058, 
3.739e-06, 0, 0, 0, 0.000342284, 1.951e-06, 0.000348326, 
2.884e-06, 0, 0, 0, 0.000407321, 2.949e-06, 0.000413463, 
1.951e-06, 0.00497513, 0, 0, 0.000272458, 1.471e-06, 0.000276035, 
1.63e-06, 0, 0, 0, 0.000272614, 1.542e-06, 0.000275967, 
3.041e-06, 0, 0, 0, 0.00027688, 1.6261e-05, 0.000296623, 
3.173e-06, 0, 0, 0, 0.000412389, 2.334e-06, 0.000418236, 
2.706e-06, 0, 0, 0, 0.000409575, 2.2e-06, 0.000414723, 
3.139e-06, 0, 0, 0, 0.000384205, 2.827e-06, 0.000390447, 
2.149e-06, 0, 0, 0, 0.000347561, 1.861e-06, 0.000351861, 
2.297e-06, 0, 0, 0, 0.000477326, 1.7e-06, 0.000481634, 
2.905e-06, 0, 0, 0, 0.000358405, 2.305e-06, 0.000363846, 
2.284e-06, 0, 0, 0, 0.00026138, 9.135e-06, 0.000273039, 
2.333e-06, 0, 0, 0, 0.000279932, 1.358e-06, 0.00028387, 
1.79e-06, 0.0160387, 0, 0, 0.000326574, 1.969e-06, 0.000330542, 
3.183e-06, 0, 0, 0, 0.000562406, 2.2627e-05, 0.000588921, 
3.633e-06, 0, 0, 0, 0.000624541, 2.949e-06, 0.000631569, 
2.983e-06, 0, 0, 0, 0.000487497, 2.427e-06, 0.000493385, 
3.068e-06, 0, 0, 0, 0.000414949, 2.568e-06, 0.000421086, 
2.646e-06, 0, 0, 0, 0.000378453, 2.263e-06, 0.000383634, 
2.245e-06, 0, 0, 0, 0.000664446, 1.882e-06, 0.000668877, 
1.92e-06, 0, 0, 0, 0.000358682, 1.822e-06, 0.000362708, 
2.647e-06, 0, 0, 0, 0.000398622, 3.1565e-05, 0.000435539, 
2.607e-06, 0, 0, 0, 0.000282986, 2.061e-06, 0.000287919, 
1.607e-06, 0.0163387, 0, 0, 0.000272444, 1.841e-06, 0.000276068, 
2.686e-06, 0, 0, 0, 0.000425537, 1.5007e-05, 0.00044363, 
7.541e-06, 0, 0, 0, 0.0011388, 4.165e-06, 0.00115152, 
3.841e-06, 0, 0, 0, 0.00072998, 2.891e-06, 0.000737159, 
3.861e-06, 0, 0, 0, 0.000674285, 1.299e-05, 0.000691701, 
2.773e-06, 0, 0, 0, 0.000303725, 1.3496e-05, 0.00032028, 
4.299e-06, 0, 0, 0, 0.000501585, 4.322e-06, 0.000510746, 
4.701e-06, 0, 0, 0, 0.000680107, 4.818e-06, 0.000690304, 
2.774e-06, 0, 0, 0, 0.000409863, 2.0241e-05, 0.000433222, 
2.345e-06, 0, 0, 0, 0.000284443, 2.51e-06, 0.000289677, 
1.566e-06, 0, 0, 0, 0.000317611, 1.888e-06, 0.00032154, 
1.861e-06, 0, 0, 0, 0.00027565, 1.0333e-05, 0.000288071, 
2.19e-06, 0, 0, 0, 0.000330225, 2.497e-06, 0.000335208, 
3.316e-06, 0, 0, 0, 0.000361124, 2.252e-06, 0.000367033, 
2.688e-06, 0.0208235, 0, 0, 0.000395939, 2.408e-06, 0.000401422, 
2.829e-06, 0, 0, 0, 0.00037199, 2.133e-06, 0.000377219, 
2.196e-06, 0, 0, 0, 0.000365083, 2.286e-06, 0.00036986, 
3.178e-06, 0, 0, 0, 0.000266371, 1.2208e-05, 0.00028204, 
1.1252e-05, 0, 0, 0, 0.000317311, 2.156e-06, 0.000331127, 
3.567e-06, 0, 0, 0, 0.000401063, 2.1176e-05, 0.000426216, 
1.889e-06, 0.00430617, 0, 0, 0.000266365, 2.073e-06, 0.000270562, 
2.873e-06, 0, 0, 0, 0.000270671, 2.368e-06, 0.000276254, 
1.784e-06, 0, 0, 0, 0.000270774, 2.103e-06, 0.000274934, 
2.504e-06, 0, 0, 0, 0.000253358, 9.861e-06, 0.000265993, 
2.543e-06, 0, 0, 0, 0.000477707, 2.626e-06, 0.000483302, 
2.28e-06, 0, 0, 0, 0.000349282, 2.061e-06, 0.000353908, 
1.897e-06, 0, 0, 0, 0.000353559, 2.002e-06, 0.000357766, 
2.305e-06, 0, 0, 0, 0.000282707, 2.586e-06, 0.000288017, 
2.131e-06, 0, 0, 0, 0.000280262, 1.936e-06, 0.000284498, 
1.61e-06, 0.0160516, 0, 0, 0.000258211, 1.457e-06, 0.000261512, 
2.184e-06, 0, 0, 0, 0.00028295, 1.817e-06, 0.000287117, 
6.521e-06, 0, 0, 0, 0.000266619, 1.6542e-05, 0.000289915, 
2.701e-06, 0, 0, 0, 0.000311498, 3.312e-06, 0.000317814, 
2.77e-06, 0, 0, 0, 0.000385403, 1.994e-06, 0.000390501, 
2.027e-06, 0, 0, 0, 0.000303013, 2.316e-06, 0.00030773, 
2.207e-06, 0, 0, 0, 0.000353546, 2.4e-06, 0.000358461, 
